,The Picture of Dorian Gray,The Prince,The Republic,The Problems of Philosophy,Second Treatise of Government,Beyond Good and Evil,Siddhartha,The Communist Manifesto,On Liberty,Democracy and Education: An Introduction to the Philosophy of Education,The Poetics of Aristotle,The Consolation of Philosophy,Ethics,The Antichrist,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,Nature,A Treatise of Human Nature,Symposium,An Enquiry Concerning Human Understanding,The World as Will and Idea (Vol. 1 of 3),The Elementary Forms of the Religious Life,Utilitarianism,"The Will to Believe, and Other Essays in Popular Philosophy","The Twilight of the Idols; or, How to Philosophize with the Hammer. The Antichrist: Complete Works, Volume Sixteen",The inequality of human races
what,0.013649388508295921,0.005225548252831787,0.009929286636332465,0.02298314508077397,0.010114497822574866,0.01149212438077155,0.012862535909114342,0.004804232171179854,0.00647752291367087,0.014565851981792203,0.009865452354522138,0.00742685546444961,0.0031567520161688532,0.008040627999165958,0.00792174513777718,0.0094687703351354,0.004156916564107045,0.003133939170726575,0.007374747331009011,0.013509608327916539,0.003006460492973872,0.01981536521572072,0.008271207171091135,0.009584935337775349,0.003358763891084175
frantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033008246508664936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
museum,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033008246508664936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
dogs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
japanese,0.0005249764810883046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monad,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
belligerent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rheumatism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
equation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004564254922750166,0.0
harassed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eunuch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
eddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
madness,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008456102018161833,0.0,0.0,0.0,0.0,0.00028693243439804244,0.00027712777094046967,0.0003482154634140639,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
playfully,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010446463902421916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiaras,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shop,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pathway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new,0.0028873706459856758,0.00667708943417395,0.001985857327266493,0.0003591116418870933,0.0,0.0039315162355271095,0.0022369627668024942,0.004804232171179854,0.0016193807284177175,0.002240900304891108,0.0002818700672720611,0.0008252061627166234,0.0,0.0038984863026259187,0.00039608725688885897,0.005164783819164764,0.002771277709404697,0.0017410773170703194,0.0018436868327522528,0.0006140731058143881,0.0004509690739460808,0.0007621294313738739,0.0008271207171091136,0.0020539147152375745,0.00179134074191156
uncultivated,0.0,0.0,0.0,0.0,0.0005619165456986037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,0.009449576659589483,0.013063870632079469,0.009929286636332465,0.010414237614725706,0.012362164005369282,0.012399397358200883,0.011744054525713095,0.014092414368794236,0.028177224674468287,0.00971056798786147,0.010992932623610382,0.006106525604103013,0.004613714485169862,0.009258904968736558,0.01901218833066523,0.007460243294349103,0.007205322044452212,0.008357171121937533,0.011062120996513516,0.01504479109245251,0.002555491419027791,0.020958559362781532,0.011993250398082148,0.009128509845500331,0.011195879636947249
keynes,0.0,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kemp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
boldly,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
exalted,0.0,0.0,0.0,0.0,0.0,0.0,0.006431267954557171,0.0,0.00032387614568354353,0.0,0.0,0.00033008246508664936,0.0,0.0,0.00039608725688885897,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0007621294313738739,0.0,0.0002282127461375083,0.0
found,0.0010499529621766093,0.002322465890147461,0.001654881106055411,0.00215466985132256,0.00028095827284930184,0.0003024243258097776,0.0030758238043534294,0.0006405642894906471,0.00032387614568354353,0.0018674169207425902,0.002254960538176489,0.00033008246508664936,0.0,0.0014619323634847195,0.0063373961102217435,0.0014346621719902122,0.0016627666256428181,0.0020892927804843833,0.0012291245551681684,0.0021492558703503583,0.000751615123243468,0.0011431941470608107,0.0008271207171091136,0.0004564254922750166,0.0015674231491726149
pupil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relied,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lordly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subtly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audacious,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deer,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lilies,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hopeful,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mould,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033008246508664936,0.0,0.0,0.0,0.0005738648687960849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ressentiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incertitude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
cried,0.004199811848706437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
negroes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
threshold,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pol,0.0,0.0,0.0,0.0,0.0005619165456986037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunshine,0.0,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0002282127461375083,0.0
cimon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
priusquam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
virulent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044783518547789
marking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005637401345441222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038106471568693693,0.0002067801792772784,0.0,0.0
aurelian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
courts,0.0,0.0005806164725368653,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
policy,0.0,0.0005806164725368653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0002282127461375083,0.0
chagrin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rivington,0.0,0.0,0.0,0.0,0.0005619165456986037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
averted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
thrush,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ductile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
veriest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finds,0.0,0.00029030823626843263,0.0006619524424221644,0.0,0.0005619165456986037,0.0006048486516195553,0.0008388610375509353,0.0009608464342359706,0.00032387614568354353,0.00037348338414851804,0.0,0.0,0.0,0.0007309661817423598,0.0,0.0008607973031941273,0.0,0.0006964309268281278,0.0003072811387920421,0.0009211096587215822,0.0,0.00038106471568693693,0.0004135603585545568,0.0002282127461375083,0.0
constellation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002428270781668349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gift,0.0,0.0008709247088052979,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0008456102018161833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idled,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rose,0.0010499529621766093,0.0,0.0,0.0,0.0,0.0,0.0013981017292515588,0.0,0.00032387614568354353,0.0,0.0,0.00033008246508664936,0.0,0.0,0.0,0.0005738648687960849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.00039608725688885897,0.00028693243439804244,0.00027712777094046967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wariest,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninety,0.0,0.0,0.0,0.0003591116418870933,0.0005619165456986037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038106471568693693,0.0002067801792772784,0.0,0.0
robe,0.0,0.0,0.0,0.0,0.0,0.0,0.0013981017292515588,0.0,0.0,0.0,0.0,0.00033008246508664936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
muttered,0.0005249764810883046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dangling,0.0,0.0,0.0,0.0,0.0,0.0,0.0008388610375509353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bids,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modify,0.0,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
ad,0.0,0.0,0.0006619524424221644,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0006203405378318352,0.0,0.0
lucca,0.0,0.0011612329450737305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obedience,0.0,0.00029030823626843263,0.0003309762212110822,0.0,0.0005619165456986037,0.0012096973032391105,0.0005592406917006236,0.0,0.00032387614568354353,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.00027712777094046967,0.0006964309268281278,0.0,0.0,0.0,0.00038106471568693693,0.0,0.0002282127461375083,0.0
turbid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lusts,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
march,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0009608464342359706,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0005542555418809393,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0004135603585545568,0.0,0.000223917592738945
spoons,0.0,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flitted,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
play,0.0002624882405441523,0.0005806164725368653,0.0003309762212110822,0.0,0.0,0.000907272977429333,0.0,0.0,0.0,0.001120450152445554,0.002818700672720611,0.0004951236976299741,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0003482154634140639,0.0,0.0,0.00030064604929738725,0.0,0.001033900896386392,0.0011410637306875414,0.000223917592738945
bluish,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awake,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007921745137777179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duchy,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etched,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duplicity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asia,0.0,0.0005806164725368653,0.0,0.0,0.0,0.0006048486516195553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freezing,0.0,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trattare,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trees,0.0005249764810883046,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0005592406917006236,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0002428270781668349,0.0,0.0,0.0008607973031941273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intransitory,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whelmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
omitting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
varying,0.0,0.00029030823626843263,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0003482154634140639,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
succor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scared,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
picked,0.0,0.0,0.0,0.0,0.0005619165456986037,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cool,0.0005249764810883046,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
warlike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
begging,0.0,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
fish,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0002796203458503118,0.0,0.0,0.0007469667682970361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
michael,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fénelon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
plots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanguine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
upshot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
crept,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0007921745137777179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
antiochus,0.0,0.0008709247088052979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charged,0.0,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0002796203458503118,0.0006405642894906471,0.0,0.0,0.0,0.0018154535579765713,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0011431941470608107,0.0,0.0009128509845500332,0.000223917592738945
pythian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
