,The Picture of Dorian Gray,The Prince,The Republic,The Problems of Philosophy,Second Treatise of Government,Beyond Good and Evil,Siddhartha,The Communist Manifesto,On Liberty,Democracy and Education: An Introduction to the Philosophy of Education,The Poetics of Aristotle,The Consolation of Philosophy,Ethics,The Antichrist,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,Nature,A Treatise of Human Nature,Symposium,An Enquiry Concerning Human Understanding,The World as Will and Idea (Vol. 1 of 3),The Elementary Forms of the Religious Life,Utilitarianism,"The Will to Believe, and Other Essays in Popular Philosophy","The Twilight of the Idols; or, How to Philosophize with the Hammer. The Antichrist: Complete Works, Volume Sixteen",The inequality of human races
driven,0.0,0.0011612329450737305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033008246508664936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.00089567037095578
hitherto,0.0,0.0,0.0003309762212110822,0.0007182232837741866,0.00028095827284930184,0.0045363648871466645,0.0,0.0009608464342359706,0.00032387614568354353,0.0,0.0005637401345441222,0.00033008246508664936,0.0,0.0009746215756564797,0.001188261770666577,0.0,0.0005542555418809393,0.0,0.0015364056939602105,0.0,0.0,0.00038106471568693693,0.0004135603585545568,0.0009128509845500332,0.0
ask,0.000787464721632457,0.00029030823626843263,0.0006619524424221644,0.00107733492566128,0.0005619165456986037,0.000907272977429333,0.0005592406917006236,0.00032028214474532355,0.0,0.0,0.0,0.0004951236976299741,0.0002428270781668349,0.0007309661817423598,0.0,0.00028693243439804244,0.0008313833128214091,0.0003482154634140639,0.0009218434163761264,0.0,0.00015032302464869363,0.0007621294313738739,0.0004135603585545568,0.0002282127461375083,0.0
based,0.0,0.0,0.0009929286636332466,0.0,0.0,0.0003024243258097776,0.0,0.0016014107237266179,0.0009716284370506306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0004135603585545568,0.0002282127461375083,0.00089567037095578
enclosed,0.0,0.0,0.0003309762212110822,0.0,0.001685749637095811,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
nicht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
flock,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decreed,0.0,0.0008709247088052979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004951236976299741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
transactions,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
tree,0.0002624882405441523,0.0,0.0,0.005745786270193493,0.0,0.0,0.0011184813834012471,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005738648687960849,0.0,0.0,0.0,0.0,0.0,0.00038106471568693693,0.0,0.0,0.0
orchards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weeps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perchance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0002282127461375083,0.0
fuss,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grueber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
most,0.002362394164897371,0.0026127741264158934,0.003309762212110822,0.00430933970264512,0.0008428748185479055,0.0063509108420053305,0.0030758238043534294,0.005444796460670501,0.0071252752050379575,0.006349217530524806,0.005637401345441222,0.0021455360230632206,0.0009713083126673395,0.009502560362650677,0.01148653044977691,0.004017054081572594,0.006373938731630803,0.0034821546341406388,0.009525715302553306,0.0033774020819791347,0.002405168394379098,0.008002359029425676,0.0028949225098818974,0.004564254922750166,0.0049261870402567895
accepting,0.0,0.0011612329450737305,0.0006619524424221644,0.00107733492566128,0.0,0.0003024243258097776,0.0022369627668024942,0.0,0.0006477522913670871,0.0,0.0,0.0,0.0,0.0014619323634847195,0.001980436284444295,0.0,0.0,0.0003482154634140639,0.0003072811387920421,0.0012281462116287762,0.00030064604929738725,0.003429582441182432,0.0008271207171091136,0.0002282127461375083,0.00089567037095578
percipi,0.0,0.0,0.0,0.00107733492566128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006140731058143881,0.0,0.0,0.0,0.0,0.0
oath,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
copied,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005542555418809393,0.0,0.0009218434163761264,0.0,0.0,0.0,0.0,0.0,0.0
errants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ocular,0.0,0.0,0.0,0.0,0.0,0.0012096973032391105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bounds,0.0,0.0,0.0,0.0,0.0008428748185479055,0.0,0.0,0.0,0.0,0.0,0.0,0.0004951236976299741,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
inconsistent,0.0,0.0,0.0006619524424221644,0.0,0.0005619165456986037,0.0006048486516195553,0.0,0.0,0.0,0.0,0.0011274802690882445,0.00016504123254332468,0.0,0.0,0.00039608725688885897,0.00028693243439804244,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0007621294313738739,0.0,0.0004564254922750166,0.0
statecraft,0.0,0.0008709247088052979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bind,0.0,0.0,0.0003309762212110822,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
mrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051820183309366965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
immense,0.0002624882405441523,0.00029030823626843263,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0016014107237266179,0.0,0.00037348338414851804,0.0,0.00016504123254332468,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.00030064604929738725,0.00038106471568693693,0.0,0.0,0.0
counterparts,0.0,0.0005806164725368653,0.0,0.0003591116418870933,0.00028095827284930184,0.000907272977429333,0.0,0.00032028214474532355,0.00032387614568354353,0.0007469667682970361,0.0,0.00033008246508664936,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0002282127461375083,0.0
wiped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
ironically,0.0,0.0,0.0009929286636332466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011477297375921697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006405642894906471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
unacquainted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
better,0.0020999059243532185,0.0020321576538790283,0.001985857327266493,0.0003591116418870933,0.0008428748185479055,0.0012096973032391105,0.0008388610375509353,0.0,0.0012955045827341741,0.001120450152445554,0.002254960538176489,0.0004951236976299741,0.0,0.0017055877573988396,0.004753047082666308,0.0008607973031941273,0.00027712777094046967,0.0006964309268281278,0.0003072811387920421,0.0012281462116287762,0.00015032302464869363,0.0030485177254954954,0.002067801792772784,0.0002282127461375083,0.0015674231491726149
prepare,0.0,0.0005806164725368653,0.0009929286636332466,0.0,0.00028095827284930184,0.0003024243258097776,0.0002796203458503118,0.00032028214474532355,0.00032387614568354353,0.00037348338414851804,0.0,0.00016504123254332468,0.0,0.00024365539391411992,0.00039608725688885897,0.00028693243439804244,0.00027712777094046967,0.0010446463902421916,0.0,0.0006140731058143881,0.0,0.0007621294313738739,0.0,0.0009128509845500332,0.0
loves,0.0,0.0,0.0,0.0,0.0,0.0006048486516195553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00626787834145315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supplies,0.0,0.00029030823626843263,0.0009929286636332466,0.0,0.00028095827284930184,0.0,0.0,0.00032028214474532355,0.0,0.00037348338414851804,0.0002818700672720611,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0006140731058143881,0.0,0.00038106471568693693,0.0,0.0,0.000223917592738945
wakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
separately,0.0002624882405441523,0.0,0.0,0.0007182232837741866,0.00028095827284930184,0.0003024243258097776,0.0002796203458503118,0.0009608464342359706,0.0009716284370506306,0.00037348338414851804,0.0016912204036323667,0.0,0.0007284812345005046,0.0,0.00039608725688885897,0.0011477297375921697,0.0030484054803451665,0.0003482154634140639,0.0006145622775840842,0.0015351827645359703,0.00015032302464869363,0.0,0.0002067801792772784,0.0,0.000671752778216835
glasses,0.0,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attestation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006964309268281278,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
revolutionary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800705361863309,0.0012955045827341741,0.0,0.0002818700672720611,0.0,0.0,0.0009746215756564797,0.0,0.00028693243439804244,0.00027712777094046967,0.0,0.0003072811387920421,0.0,0.00015032302464869363,0.0,0.0,0.0002282127461375083,0.001119587963694725
incredibly,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.00039608725688885897,0.00028693243439804244,0.0,0.0003482154634140639,0.0,0.0006140731058143881,0.0,0.0,0.0,0.0,0.0
welt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
acknowledged,0.0,0.0005806164725368653,0.0006619524424221644,0.0,0.0,0.0,0.0,0.00032028214474532355,0.00032387614568354353,0.0,0.0,0.00033008246508664936,0.0,0.00024365539391411992,0.00039608725688885897,0.0,0.00027712777094046967,0.0010446463902421916,0.0003072811387920421,0.00030703655290719405,0.0,0.0022863882941216215,0.0,0.0004564254922750166,0.000223917592738945
wisewell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
off,0.0,0.001451541181342163,0.0009929286636332466,0.0,0.0,0.0006048486516195553,0.0008388610375509353,0.0006405642894906471,0.00032387614568354353,0.0007469667682970361,0.0002818700672720611,0.0011552886278032727,0.0,0.0007309661817423598,0.0,0.00028693243439804244,0.0,0.0006964309268281278,0.0006145622775840842,0.00030703655290719405,0.0,0.0007621294313738739,0.0004135603585545568,0.0002282127461375083,0.00044783518547789
vivid,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012955045827341741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
paul,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048731078782823984,0.0,0.00028693243439804244,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.000223917592738945
clippings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maclennan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
artful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solitude,0.0,0.0,0.0,0.0,0.0,0.0006048486516195553,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.00024365539391411992,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006477522913670871,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.00027712777094046967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadliest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
surrender,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
stifled,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capable,0.0002624882405441523,0.00029030823626843263,0.0,0.00107733492566128,0.0005619165456986037,0.0,0.0,0.00032028214474532355,0.0009716284370506306,0.0007469667682970361,0.0005637401345441222,0.0,0.0,0.0,0.001188261770666577,0.0,0.00027712777094046967,0.0017410773170703194,0.0,0.0009211096587215822,0.00015032302464869363,0.00495384130393018,0.0,0.0,0.000223917592738945
second,0.0005249764810883046,0.002322465890147461,0.004302690875744068,0.0003591116418870933,0.001685749637095811,0.0012096973032391105,0.0008388610375509353,0.0,0.0012955045827341741,0.0014939335365940722,0.0019730904709044277,0.0,0.001942616625334679,0.0007309661817423598,0.0015843490275554359,0.00028693243439804244,0.0022170221675237574,0.0013928618536562555,0.0018436868327522528,0.006754804163958269,0.0018038762957843233,0.0007621294313738739,0.0004135603585545568,0.0006846382384125249,0.0
temptations,0.0005249764810883046,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.00038106471568693693,0.0,0.0,0.0
withheld,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
severe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0006145622775840842,0.00030703655290719405,0.0,0.0,0.0,0.0,0.000223917592738945
performers,0.0,0.0,0.0,0.00107733492566128,0.0,0.0003024243258097776,0.0013981017292515588,0.0,0.0009716284370506306,0.0018674169207425902,0.0005637401345441222,0.00016504123254332468,0.0012141353908341744,0.0,0.0,0.00028693243439804244,0.00027712777094046967,0.0010446463902421916,0.0009218434163761264,0.00030703655290719405,0.00015032302464869363,0.00038106471568693693,0.0,0.0002282127461375083,0.000223917592738945
dear,0.003149858886529828,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0011184813834012471,0.0,0.0,0.0,0.0002818700672720611,0.00033008246508664936,0.0,0.0,0.0,0.0005738648687960849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044783518547789
mute,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0008456102018161833,0.00016504123254332468,0.0,0.0,0.0,0.0005738648687960849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polite,0.0,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006145622775840842,0.0,0.0,0.00038106471568693693,0.0,0.0,0.0
fat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
suggestions,0.0005249764810883046,0.0,0.0009929286636332466,0.00107733492566128,0.0,0.0003024243258097776,0.0,0.0,0.0006477522913670871,0.00037348338414851804,0.0005637401345441222,0.0,0.0,0.0,0.0,0.0022954594751843395,0.0,0.0,0.0012291245551681684,0.0,0.00015032302464869363,0.0,0.0002067801792772784,0.0004564254922750166,0.0
coherence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027712777094046967,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
utterance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0005637401345441222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006846382384125249,0.0
balderdash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denotes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018674169207425902,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
enormously,0.0,0.0,0.0,0.0,0.0,0.0006048486516195553,0.0,0.0006405642894906471,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
hinted,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0006048486516195553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
splendidly,0.0002624882405441523,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0008252061627166234,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.00044783518547789
urania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remarking,0.0002624882405441523,0.0011612329450737305,0.0023168335484775753,0.0003591116418870933,0.0,0.0,0.0,0.0,0.0009716284370506306,0.0,0.0002818700672720611,0.0,0.0002428270781668349,0.00024365539391411992,0.002772610798222013,0.0005738648687960849,0.0013856388547023484,0.003133939170726575,0.0006145622775840842,0.0006140731058143881,0.00030064604929738725,0.0019053235784346847,0.0,0.0002282127461375083,0.000223917592738945
keystone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
architecture,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007921745137777179,0.0011477297375921697,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
collected,0.0,0.00029030823626843263,0.0,0.00215466985132256,0.0,0.0003024243258097776,0.0013981017292515588,0.00032028214474532355,0.0009716284370506306,0.00037348338414851804,0.0,0.00033008246508664936,0.0,0.00048731078782823984,0.00039608725688885897,0.0,0.0016627666256428181,0.0,0.0,0.0,0.0031567835176225657,0.0011431941470608107,0.0006203405378318352,0.0,0.000223917592738945
ersch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perversion,0.0,0.0,0.0006619524424221644,0.0,0.00028095827284930184,0.0006048486516195553,0.0,0.0,0.00032387614568354353,0.00037348338414851804,0.0,0.00016504123254332468,0.0,0.00024365539391411992,0.0,0.00028693243439804244,0.00027712777094046967,0.0003482154634140639,0.0,0.0,0.0,0.00038106471568693693,0.0,0.0002282127461375083,0.000671752778216835
hesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ingram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
commandments,0.0,0.0,0.0,0.0,0.001685749637095811,0.002419394606478221,0.0005592406917006236,0.0006405642894906471,0.00032387614568354353,0.00037348338414851804,0.0011274802690882445,0.00016504123254332468,0.0,0.00024365539391411992,0.0007921745137777179,0.0011477297375921697,0.0,0.0003482154634140639,0.0,0.0,0.0,0.00038106471568693693,0.0004135603585545568,0.0004564254922750166,0.000223917592738945
enriching,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030064604929738725,0.0,0.0,0.0,0.0
adaptations,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feeds,0.0,0.0,0.0,0.0,0.0005619165456986037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005738648687960849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wilken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
likened,0.0002624882405441523,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005637401345441222,0.00033008246508664936,0.0,0.0,0.0,0.0011477297375921697,0.0,0.0,0.0,0.0,0.0,0.00038106471568693693,0.0,0.0,0.000223917592738945
descending,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.00027712777094046967,0.0003482154634140639,0.0003072811387920421,0.0,0.00015032302464869363,0.0,0.0,0.0,0.00044783518547789
reserved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006477522913670871,0.0,0.0,0.0,0.0,0.00024365539391411992,0.001188261770666577,0.0,0.0,0.0,0.0003072811387920421,0.00030703655290719405,0.00015032302464869363,0.0,0.0,0.0,0.000223917592738945
heathendom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anybody,0.0002624882405441523,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
villainy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005637401345441222,0.0004951236976299741,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
vital,0.0002624882405441523,0.00029030823626843263,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0006477522913670871,0.0007469667682970361,0.0,0.00016504123254332468,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0004135603585545568,0.0,0.0
traders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
